,LGD_estimated,forced_or_missing,Col_rate,exposure
88,0.0005847919821998504,0,0.2609226272152717,346958
89,0.6019044622396347,0,0.07238340757332318,179371
90,0.6452745428781823,0,0.43995001109814624,214300
91,0.5160531169280292,0,0.6892905869797836,447885
92,0.06157756564245609,1,0.5341132952916534,54215
93,0.7358444028832739,0,0.8056084133177709,381199
94,0.7726787860094151,0,0.2547407005711977,438746
95,0.1362370614985685,0,0.20835598420393453,461256
96,0.5822343093658984,0,0.6088917353701431,450552
97,0.08596569549690647,0,0.4991317586806623,215894
98,0.42721955906779396,0,0.9449526098931267,87607
99,0.014736396009426111,0,0.042792954590359034,234954
100,0.3495916844797974,0,0.10290181082615202,271603
101,0.756611111974521,0,0.31837404736801367,72930
102,0.8785797407715027,0,0.2506075813758516,126921
103,0.4424580184853951,0,0.6716033347613802,444024
104,0.16263146661447436,0,0.23039569433433738,389102
105,0.3455908307960318,0,0.474399628307004,443628
106,0.4807175796119255,0,0.15698106647550747,86541
107,0.7067805281486801,0,0.6404620974537611,112785
108,0.8281454437689372,0,0.5488824582333635,464892
109,0.6697859915785382,0,0.2504728715712591,263554
110,0.8890530263826554,1,0.8844190790022887,490644
111,0.44209837441847943,0,0.4832678470465296,146455
112,0.11364640256745429,0,0.00546220208495829,248986
113,0.7134073849109641,0,0.7835799804362533,429628
114,0.9456447502549545,0,0.9728400413743554,88298
115,0.2408692435098253,0,0.3396259495964985,440472
116,0.9218027352040934,0,0.015738478871022976,105727
117,0.25165116509513763,0,0.2479614273544073,447905
118,0.6698256667348766,1,0.04985948575113919,467929
119,0.7298991294758158,0,0.7793582708302237,327456
120,0.45086906511279823,0,0.26754732985180896,142942
121,0.3620436129290746,0,0.9134534198410803,97900
122,0.08789654367303279,0,0.7270880417960677,231013
123,0.8185984611344423,0,0.2401009672701605,295281
124,0.7679322685388199,0,0.8613802488569775,51650
125,0.19318895390439017,0,0.5421355681781266,313053
126,0.5784062531714352,0,0.7311205394851192,229145
127,0.6620158533846344,0,0.23324148845825388,345254
128,0.7951455261424916,0,0.6271688598918336,386150
129,0.5803473650322507,0,0.034010262174210326,371243
130,0.771089076500853,0,0.07171552693231653,269195
131,0.07433598194945823,0,0.3195832957921627,358901
132,0.4094103868990405,0,0.22029681995614858,171465
133,0.07427507878589457,0,0.10959205277818096,97894
134,0.8925474616941705,0,0.6095789041115711,144464
135,0.6857762897759612,0,0.7979088367099348,142606
136,0.6777052979103143,0,0.1799536090468905,317428
137,0.22534336394136922,0,0.39480868364545374,172932
138,0.7403971205614545,0,0.052479344388799976,248550
139,0.0546254636267427,0,0.7742536849181532,67561
140,0.562571577791323,0,0.0025146053195873597,452086
141,0.12090397618695414,0,0.33571059545736504,308513
142,0.42135648762049205,0,0.06175083493632261,193331
143,0.9960912545324179,0,0.6935521915594207,177123
144,0.5783935780551738,0,0.24821883794980815,473842
145,0.7162715774603352,0,0.5162551812404425,460878
146,0.5193329308378654,0,0.4449250525863476,430034
147,0.5414747084931296,0,0.16764268784418823,185740
148,0.2066478740815344,0,0.9593314040905744,264711
149,0.9109871983403817,0,0.43202564672424404,50402
150,0.30191405205335076,0,0.4474607835591279,309258
151,0.5888421567895424,0,0.6436306165211828,321175
152,0.24881191543646586,0,0.5895457552205614,283080
153,0.7879208141408723,0,0.571302536008582,274021
154,0.500785210427419,0,0.4787339547290096,488272
155,0.3379553706304217,0,0.14135776952953238,303545
156,0.05121373812047103,0,0.918246737272612,273447
157,0.6778194604592254,0,0.8853411943895603,409776
158,0.4439282400131045,1,0.6307255819474368,62233
159,0.3520003020730724,0,0.30900867355808503,407021
160,0.6691665528419144,0,0.35206790464734616,425995
161,0.49587247024286407,0,0.5248799247465142,302924
162,0.5722429175352411,0,0.848018424985082,498511
163,0.7408410346140895,0,0.3880364755614272,150364
164,0.6128231795549105,0,0.9742244581354994,180412
165,0.34691628972325095,0,0.027366399564190735,298583
166,0.9555280016993271,1,0.12852856582484906,52994
167,0.2636094447171474,0,0.4614401355754164,496504
168,0.7795600235496796,0,0.36737640116683046,366994
169,0.18613062630116073,0,0.3397193744525733,225805
170,0.7999693184585364,0,0.2244564895315555,406744
171,0.8825365925335832,0,0.4312864777745583,300471
172,0.6329641657832943,0,0.4573147508212232,267046
173,0.13258236386298006,0,0.6330212844675898,458869
174,0.04567061852708254,0,0.0554246264536189,422808
175,0.3179087820259403,0,0.988598115530563,429606
176,0.725887519847697,0,0.49764108748983393,261943
177,0.9974603846709382,0,0.5044682595403047,246230
178,0.1732062211975216,0,0.1756392490945874,74186
179,0.7731374606035473,0,0.4362323215731392,118808
180,0.9124979329670331,0,0.844443874431488,128748
181,0.43963350294298775,0,0.9684027810850078,242235
182,0.8549509549390503,0,0.8511919610178884,401211
183,0.30091748359359005,1,0.36112893088274334,98199
184,0.015493776646191004,0,0.14068612852369178,154319
185,0.4481526803033893,0,0.9574499672833592,164791
186,0.8198781968901616,1,0.389071767173526,381025
187,0.22669049003643438,0,0.7042568384524128,68550
188,0.6409463133021294,0,0.8158404058898278,356672
189,0.22280652685162317,0,0.3740481734269189,437978
190,0.28943227046801545,1,0.5855203370229507,348302
191,0.9125869405506284,0,0.7726878228723546,159298
192,0.24476275144716642,0,0.5036607610506202,360768
193,0.5397300362853661,0,0.7489441790026536,165593
194,0.050954542221712584,0,0.2728572560251058,490597
195,0.9892738372414053,0,0.6348183008123894,328268
196,0.9145267981682992,0,0.271418443322765,131558
197,0.4066662378909679,0,0.8418635943818186,447412
198,0.21388290009704458,0,0.3443663022326807,358935
199,0.3048524312393146,1,0.38553062940274185,476350
200,0.24758586081858402,0,0.8091417647876618,446025
201,0.44789051702324567,0,0.6350901478093262,207094
202,0.2546529750262283,0,0.2875714083495572,237859
203,0.7493941747328334,0,0.43123021735236355,381271
204,0.6912327880229941,0,0.9284302608406753,167994
205,0.7180959800146437,0,0.07045702480226212,458444
206,0.6840781046476619,0,0.09288752517590693,154172
207,0.2307177999339567,0,0.47070197210969233,98916
208,0.20311505481423597,0,0.7704223778659895,274429
209,0.3081191986859879,0,0.4419826119224769,110782
210,0.047011212722149476,0,0.00278706668172779,76625
211,0.7341042099929264,0,0.4212345401197959,326371
212,0.011058444208449147,0,0.4345195807437704,448367
213,0.6751390873986974,0,0.4853020772797918,339832
214,0.3547709676407965,0,0.5449427547401856,110295
215,0.243414695532984,0,0.8193424588825508,95600
216,0.7732494190770233,0,0.1780335654854841,85595
217,0.6552630050339185,0,0.32184025606090993,316628
218,0.301791375122349,0,0.8113238804015938,275533
219,0.6368393745487277,0,0.7447111530690285,390826
220,0.3845007312717402,0,0.8213651261361351,204346
221,0.29526219729722636,0,0.6832120770569499,399772
222,0.9084634477350331,0,0.6189749518964934,150647
223,0.7666987226100268,0,0.12343006419859393,289465
224,0.13659723249437172,0,0.7561604941620352,468140
225,0.415382168323817,0,0.6314328021437366,162201
226,0.4300881873170417,0,0.7671317414817815,259511
227,0.566537718317393,0,0.660325944925219,371676
228,0.713044850769124,0,0.7450838417030512,394312
229,0.4286088526050079,0,0.18443917050145553,462145
230,0.019124166805291165,0,0.09991739695125268,395204
231,0.7899086622128424,0,0.5239526031595643,124913
232,0.2701300914403184,0,0.02196997071431739,367323
233,0.47827303489846895,0,0.46674177088527213,340818
234,0.11588573148521908,0,0.06360914054764277,327930
235,0.13444030517298966,0,0.40613306694912976,338744
236,0.5874085943951166,0,0.12233463376134712,350701
237,0.7726580222538504,0,0.5255769560892256,255599
238,0.6603041058797875,0,0.46342622243967524,57744
239,0.7065110385417923,0,0.7589264904205925,371845
240,0.08042494075033735,0,0.7822252259363845,236832
241,0.8267080474098648,0,0.46835451761058366,230083
242,0.14858464538983585,0,0.23982400627337486,378801
243,0.5265286791829427,0,0.7767168024857999,171761
244,0.614454639870447,0,0.32877471966076377,217015
245,0.011087010928620522,0,0.34838857065072215,335761
246,0.9217685819479735,0,0.4331140386043161,174239
247,0.258036462608352,0,0.6802126964666663,210888
248,0.1027784124350728,0,0.7750236188040835,373539
249,0.7955928344542109,0,0.49683723774857547,164754
250,0.8497264928551626,0,0.044586857704915106,320211
251,0.5980061829784067,0,0.9095539054810522,91085
252,0.4536729062526561,0,0.586520184952782,441746
253,0.31316685428065827,0,0.7917095417591787,320305
254,0.5173123251370602,0,0.13028167133429147,206658
255,0.5126983857419527,0,0.9153088701991473,339882
256,0.06722948845584342,0,0.5451692321793118,58680
257,0.4354981684068302,1,0.9817238633912165,230160
258,0.9276355726432224,0,0.033915762703488395,498998
259,0.7304877315312578,0,0.107345450166488,489207
260,0.7633894949863487,0,0.8004011864925936,145932
261,0.43501389019812053,0,0.7749639485699841,361390
262,0.57837231107034,0,0.7112491292465545,312757
263,0.7317716733346189,0,0.47305872333718346,242433
264,0.40078713944394495,0,0.5461072268581811,320416
265,0.9574654400506043,0,0.2991580944975851,494503
266,0.7597274869083306,0,0.01564871638408083,254809
267,0.41439600372901486,0,0.42247169019617925,79742
268,0.281786363527482,0,0.47039121643093684,371244
269,0.6516658625943694,0,0.23418968698465314,440559
270,0.6429556036433262,0,0.9201807709303009,228260
271,0.6830486248337077,1,0.4777418983042897,173108
272,0.04714521068181754,0,0.8848329335071649,84632
273,0.7771128970711011,0,0.4997964957048179,400918
274,0.3637611620678044,0,0.9029422329803507,247321
275,0.22982352662050431,0,0.4327930761979619,429764
276,0.13698801303432862,0,0.9107266590497096,447311
277,0.9963123984599473,0,0.9914686639733644,470893
278,0.44596297034200905,0,0.9199227375520823,260491
279,0.6326171121499605,0,0.4135682686397243,125304
280,0.16952215061768716,0,0.4933806497085076,491437
281,0.16830289380771446,0,0.5018940011457851,488433
282,0.6590711177244192,0,0.09299676950873392,446387
283,0.2175454236260026,1,0.8099235121927455,384256
284,0.6441452699107075,0,0.7899654849229545,119007
285,0.7881480211190182,0,0.6893545508813217,110137
286,0.3539684999193472,1,0.6366822909186917,435000
287,0.3982115266982641,0,0.24921230063734567,466471
288,0.10822410078275646,0,0.3478706524802776,200964
289,0.47835013046969854,0,0.9301075214935568,393450
290,0.8006778312074248,0,0.6824924939512618,415495
291,0.02435964901598653,0,0.3981530245338458,241658
292,0.8635222032593876,0,0.6816367698318363,367550
293,0.3467791218985039,0,0.8912377891111378,475534
294,0.6650449789095971,1,0.715570919068047,369321
295,0.8892954016272299,0,0.8769971449906001,268744
296,0.2414224724418853,0,0.1318114501601484,223998
297,0.9353754606764798,0,0.9225159583869651,226055
298,0.2901026996053575,0,0.7138450037407922,190305
299,0.879430517549597,0,0.4375712725659471,344079
300,0.843784972564444,0,0.2558774156123026,178843
301,0.1373651018625186,0,0.25843030473145223,170022
302,0.2933242097321789,0,0.6142651411504815,209471
303,0.9040461281858921,0,0.39207250594151766,335933
304,0.39610720067287986,0,0.3876733094569955,478146
305,0.021842145581329908,0,0.7988140437694312,279145
306,0.6477696226596947,0,0.2661237618436011,280159
307,0.26342890464880897,0,0.9479482114503058,136695
308,0.5261340526825916,0,0.21111182144163732,166071
309,0.6944289002761258,0,0.35505685286680244,82567
310,0.36073043128259374,0,0.03440174577274657,246105
311,0.05947198393343123,0,0.7065874601331804,301740
312,0.14505327523794365,0,0.014237874833209263,111153
313,0.2541873675618894,1,0.5135746193673136,425917
314,0.7489133788443322,0,0.6528102029502942,233119
315,0.4455996729392885,0,0.6428736258755673,354386
316,0.65998116238227,0,0.19813741491226577,482356
317,0.7615150080945378,0,0.9187526133882413,366908
318,0.3928726724671021,0,0.41072391918749773,80608
319,0.8969230738442127,0,0.8824700109398833,292998
320,0.7280922504285088,1,0.6469092899929201,442659
321,0.6639624477337084,1,0.3196792558689696,326537
322,0.4340246333454939,0,0.7700477173236294,158106
323,0.5501187008836761,1,0.7596084804177048,166166
324,0.09651651881151879,1,0.4834696651594962,312063
325,0.3162544256807943,0,0.8904250627485005,319682
326,0.7780720880310831,1,0.19980742811131613,309866
327,0.27822678217239016,0,0.23733565412446556,138611
328,0.6290093099742161,0,0.276330336845955,101177
329,0.2885175228384337,0,0.6528313392837183,300254
330,0.006147995311281296,0,0.06082835321532176,95585
331,0.6609128019276614,0,0.6245204835212372,89397
332,0.9076965412321527,0,0.056550063560561026,85816
333,0.12469532962742513,0,0.24705901019568266,105269
334,0.889680035580322,0,0.9213701459558379,60380
335,0.06057338903478804,0,0.5667153164540952,168424
336,0.6569618469538714,0,0.07991690379610061,326980
337,0.20954315582879002,0,0.48904669197360906,379437
338,0.6318652910993423,1,0.3709017074859261,190939
339,0.4843936626517539,0,0.22941860598845853,361739
340,0.006635136463869484,0,0.8525130277223858,388226
341,0.08645307206076436,0,0.9556331749784656,365735
342,0.5674032240042124,0,0.9848520023387409,383471
343,0.07048878883044474,0,0.45522951786152455,203227
344,0.40507791030017526,0,0.34173140965695836,397859
345,0.5897437747557882,0,0.11349948853128888,296633
346,0.7113585679501965,0,0.6364352566587865,279327
347,0.303943572986657,0,0.47091290555067145,84777
348,0.23851341882974864,0,0.9423204355646381,279705
349,0.1699062040198679,0,0.39134259008316574,243163
350,0.7422781834359969,0,0.556091676212634,246274
351,0.24209690872363754,0,0.4435845463634014,493801
352,0.7354412094877817,0,0.42427411877432186,194873
353,0.8195023464068643,0,0.20827083253858292,100595
354,0.7923288317884782,1,0.09614046120416453,298152
355,0.2941006458057661,0,0.27587112227392685,455805
356,0.5743698545952213,0,0.6358544912845392,315321
357,0.9542745052599836,0,0.09721331296631819,250305
358,0.921884454849316,1,0.5836189203220385,390527
359,0.9177303869094605,0,0.4785985088393704,468159
360,0.3255220005892935,0,0.8544062338463947,432382
361,0.397515566307047,0,0.11384552910946544,64783
362,0.8518898117589742,0,0.9544431696244274,85238
363,0.5499939952893315,0,0.46459568041652344,490366
364,0.27820301502711575,0,0.6083540060373658,448447
365,0.9344470249298262,0,0.1651917722722276,174617
366,0.8590876031200068,0,0.0913709269138736,260087
367,0.5584852983936359,0,0.4355703927739233,355591
368,0.33303964933831054,0,0.21652424107134416,345312
369,0.9477202056624633,0,0.5690898177632686,288609
370,0.7474517700756743,0,0.6728949161086891,70304
371,0.3276394873645728,0,0.9534362533526104,318156
372,0.6383319146894838,0,0.2778262008683111,175701
373,0.36037472512929913,1,0.022073138480724896,73518
374,0.411088561685793,1,0.591045554921576,252536
375,0.8667799201714055,0,0.29850175935754186,320441
376,0.4251832545919907,0,0.9372433874794152,237599
377,0.10388459884039458,1,0.9874248128437563,166059
378,0.7717071984122115,0,0.592463932927659,127005
379,0.743432320458661,0,0.030902869014189926,82073
380,0.4093954351341723,0,0.5703547841605804,140606
381,0.8876431919175243,0,0.013472706883182584,180101
382,0.08734829084027274,0,0.4011542610359876,95579
383,0.771968794765725,0,0.7623690691928163,227458
384,0.35491733188189567,1,0.20647863688671397,208441
385,0.35381042249282846,0,0.241745779560671,87722
386,0.06350806023179112,0,0.42178138384945474,205105
387,0.16107763613947068,0,0.1620406525724497,416544
388,0.1787402388794893,0,0.925153698913374,401427
389,0.5998078024168324,0,0.6273739106128253,393011
390,0.06099086579663482,0,0.21908585409509018,499513
391,0.6213256752134811,0,0.6207084222779105,103409
392,0.314004314884738,0,0.10814541242692588,462647
393,0.6322516032859475,0,0.6501975100689897,232153
394,0.36070866513531463,0,0.3459073218716495,83255
395,0.7423072739663357,0,0.09343954300336055,82416
396,0.7395989617351508,0,0.6094874137406473,447273
397,0.7084615799641503,1,0.8022010925338127,351719
398,0.9634057186082688,0,0.12395926956962255,470557
399,0.7760089456446688,0,0.5671928339251026,200267
400,0.7480497419401593,0,0.24786684545226312,369104
401,0.48003885012763736,0,0.693783883693719,104677
402,0.549060434168531,0,0.1947063554515277,119241
403,0.8339989511826558,0,0.9845846748655458,108683
404,0.08025519154855842,0,0.6898546584367558,246412
405,0.435365975107021,0,0.6188688627578958,218595
406,0.8148576228122378,0,0.8963169772019295,269350
407,0.5785280880123476,0,0.529151738191725,100009
408,0.5709994541802198,0,0.34760085024360976,129249
409,0.1103422829858609,0,0.5299000865130244,300786
410,0.2424907385790933,0,0.4794463263399181,192179
411,0.7414463631964983,0,0.5706896572295085,342441
412,0.9121710569866032,0,0.7459223944666556,412718
413,0.08505911407132394,0,0.18497176843842933,232500
414,0.7994558227233444,0,0.6076997027184458,411879
415,0.22065098599964295,0,0.8236891440569953,412357
416,0.7714729823898236,0,0.44054869158499443,364164
417,0.8416627293911982,1,0.11967146376491378,95628
418,0.3540174781346106,0,0.021975201200657546,491966
419,0.5131332247235815,0,0.33200607562932205,389373
420,0.7373577532184388,1,0.02860239808816145,332195
421,0.10575421655968942,0,0.6710063934148668,201039
422,0.23646858465882103,0,0.36128699976891343,433593
423,0.586706493972953,0,0.15517157228642675,220392
424,0.2998006473025857,1,0.25123382523241145,287622
425,0.5765705374768446,0,0.12223291366599154,302177
426,0.2312082265760339,0,0.3837891965567324,134510
427,0.012409236931696932,0,0.48244566772179254,159543
428,0.9067982039433173,0,0.785100216207992,312591
429,0.9279724622664454,0,0.6180404708906165,71888
430,0.785158619030719,0,0.5711080469882232,72230
431,0.5896111192898631,0,0.13161370320167498,340980
432,0.498286374360142,1,0.20988559788487549,470883
433,0.7214421925341947,0,0.049009763406580586,212236
434,0.09915301510932273,0,0.38787842088835656,348055
435,0.8700889006273963,0,0.8163025404409329,164545
436,0.20412645113438088,0,0.8181037595883769,470412
437,0.6688684788187882,0,0.9455524768642916,410484
438,0.34188264531303825,1,0.9788262748364812,371504
439,0.420080259580233,0,0.3383629113795982,65799
440,0.24756961898903995,0,0.9438047972667021,185688
441,0.4409565761163655,0,0.9354943804925503,487252
442,0.859549556303654,0,0.2305100959856996,139016
443,0.25037380430664147,1,0.4621767831671846,415549
444,0.8391453469807848,1,0.44076793297718697,218059
445,0.6826538689906712,0,0.08186255116333785,157006
446,0.3899298990336115,0,0.8580555678659074,83836
447,0.6388539710210824,0,0.60374967589783,429640
448,0.5424683907435186,1,0.2337531237848015,291107
449,0.2996919291999517,0,0.9534487675152686,342328
450,0.35338033201442065,0,0.34946575695510496,129874
451,0.35524194090426353,0,0.35806233099845775,440400
452,0.1608199688176576,0,0.3813605552443958,118299
453,0.8786695350017878,0,0.6638642024371386,157175
454,0.9265548134944419,0,0.09152546523376004,182991
455,0.7473933943060195,0,0.21205051183470147,124437
456,0.8595283276824813,0,0.958646108212979,127320
457,0.24769115057247382,0,0.1965291259436589,446043
458,0.7579976045042676,0,0.5130775612595363,52526
459,0.5837180242983253,0,0.9718030209493811,474861
460,0.6610873228840118,0,0.27307261326540166,425647
461,0.4775807393135806,0,0.3006872053135353,401599
462,0.5972146451693524,0,0.20743013869747196,122208
463,0.23795941514618568,0,0.19671156823808622,130129
464,0.1482366984808845,0,0.5862492888456138,62816
465,0.06668563640869929,0,0.8197820425713066,381297
466,0.0317405168524062,0,0.3547518031178867,293254
467,0.0313031427399163,0,0.5954393276271123,54415
468,0.24141290649276292,0,0.43930916245990115,156553
469,0.5452033824394805,1,0.13147984834060256,245597
470,0.40525557573133997,0,0.25773806215256767,145120
471,0.02585342449721706,1,0.06890221125060514,440603
472,0.7514058361423654,0,0.6879887586649032,440224
473,0.15909381988577942,0,0.9559099863186419,188346
474,0.019403406986041483,0,0.6581756158346428,294911
475,0.10287396493188239,0,0.6284105439792513,143668
476,0.8263233119573427,1,0.42049220829766976,176627
477,0.5709217879052524,0,0.8067940314276711,183949
478,0.8434844374555776,0,0.000804060180601418,66922
479,0.38664939912237073,0,0.37551753183141945,274705
480,0.36737657340300145,0,0.5241050785153156,339971
481,0.17156946758345726,0,0.5066708721558035,235175
482,0.6242871327501365,0,0.23548067832828312,70170
483,0.0747396650245864,0,0.36752499304453234,328548
484,0.7776193499401556,1,0.41223036940122815,63716
485,0.7721918207444534,1,0.953550781945727,213700
486,0.8584554306119945,0,0.21678959622052152,323350
487,0.6104925592156513,0,0.7632314944962464,463176
488,0.3234708181997795,0,0.23590596014835363,226363
489,0.7820260135174605,0,0.5461677124069807,404376
490,0.07750117106882148,0,0.9747857333249457,249494
491,0.48568613113944525,1,0.9454363474131237,449222
492,0.3825694700930726,0,0.6931814961500983,437135
493,0.9200191113110506,1,0.348107805796695,424783
494,0.15475490126074165,0,0.08345865636978533,309861
495,0.8451364224170059,0,0.9274070959073485,464424
496,0.25324071889799493,0,0.26760961191125565,185009
497,0.655342355978553,0,0.9078453216836462,402624
498,0.08074529209172576,0,0.3264024999036911,234631
499,0.19364132368060682,0,0.06139200786169563,433493
500,0.4479836221150978,0,0.296211406325915,372565
501,0.3006601452677037,0,0.9905611051157777,119462
502,0.6452768612681926,0,0.1980326924578305,240700
503,0.935350375268431,0,0.9679369585956374,113489
504,0.056774697071363955,0,0.8082030345722538,295460
505,0.11788663075047157,0,0.40625233223448265,449719
506,0.2056529804400684,0,0.07227341498179518,344545
507,0.03024090162228721,0,0.920536553791114,266819
508,0.9357674236242693,0,0.642647052490288,201484
509,0.42770972618630254,0,0.4089214936950779,356821
510,0.2256007946219657,0,0.5605129622001522,163481
511,0.002195511234720171,0,0.665348327271366,124806
512,0.12527701849041029,0,0.8641563028067004,296883
513,0.6272880122580535,0,0.08745783418413577,309275
514,0.32969848127063184,0,0.487719600640071,442071
515,0.6056227648351539,0,0.04065706012994197,232335
516,0.8913176353601682,0,0.6761562240501602,390782
517,0.26820627978473044,0,0.6660553239784726,386276
518,0.9252571708371785,0,0.813814541203661,464177
519,0.7458430189728297,0,0.33617338862192425,200542
520,0.5540152174483512,0,0.0027149325150961356,124340
521,0.7100315281793721,0,0.3090268396637995,398392
522,0.7912477623495527,0,0.7122200194364069,421511
523,0.2893126714207249,0,0.37958019885352035,339113
524,0.7974777651404473,0,0.39210466202507155,92682
525,0.2724465264923024,0,0.9420480911611978,360286
526,0.014890331103654342,0,0.27437346151793984,424021
527,0.12109320413087099,1,0.1873514403505505,261838
528,0.1704969139736543,0,0.7270959608739425,88537
529,0.227512093661143,0,0.4249689859859328,124806
530,0.8638275173681624,0,0.5415978385845757,440759
531,0.6919932821535891,0,0.6032517461083587,332402
532,0.721815618579723,0,0.7343131462221505,97736
533,0.9677937696263422,0,0.5489002492067134,122943
534,0.539243655830413,0,0.06408479611332185,344250
535,0.1900643836419924,0,0.3310908064926017,100240
536,0.11304092942651023,0,0.20896490777439647,249404
537,0.74072770839359,0,0.9888134260010295,276878
538,0.17216770973196804,0,0.15790083701048652,130822
539,0.4902632996555075,1,0.4961700196935598,163949
540,0.7453500340817437,0,0.5504499342676823,449874
541,0.963818430860077,0,0.8423979318264411,131597
542,0.043536142937562916,1,0.04177236414649377,370676
543,0.08437964370033735,0,0.7836262077657511,414054
544,0.764086861781617,0,0.27966732451960963,482648
545,0.11847697259590417,0,0.9177989369832759,198864
546,0.4381435504797133,0,0.5672177876565798,330664
547,0.5426361634542176,0,0.746581744291025,109557
548,0.803827486743663,0,0.16851043624404605,346971
549,0.525647699741789,0,0.06360792482094091,292516
550,0.747853242937566,0,0.9706292436950092,87149
551,0.39979294414860844,0,0.9868098738963798,183443
552,0.6496604155908622,0,0.15885957619062852,433781
553,0.021346738375295438,0,0.763702625690865,263002
554,0.38765973638055895,0,0.09275253274633499,322973
555,0.38295925949222,0,0.9152235651123926,282217
556,0.2697042554497664,0,0.8925526013519988,218311
557,0.2353000177725213,1,0.7486345908361673,322706
558,0.2815240676020784,0,0.18587674229886209,435595
559,0.33366535110234163,0,0.033796398702866326,216759
560,0.9272478768831572,0,0.4443880794635957,329567
